"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1970-07","1970","07","21.3","","13.0","","17.2","","27.2","S","","M","55.1","","0.0","","55.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1970-08","1970","08","21.8","","12.9","","17.4","","27.2","","10.0","","13.0","","0.0","","13.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1970-09","1970","09","17.3","","9.4","","13.4","","21.1","","","M","110.0","","0.0","","110.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1970-10","1970","10","13.1","","6.3","E","9.7","E","","M","1.7","","110.0","","0.0","","110.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1970-11","1970","11","9.2","","","M","","M","13.3","","-4.4","","131.3","","14.0","","145.3","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1970-12","1970","12","6.2","","1.0","E","3.6","E","10.0","S","-3.3","","222.5","","25.1","","247.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1971-01","1971","01","5.4","","0.6","","3.0","","11.7","","-8.9","","208.3","","100.3","","308.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1971-02","1971","02","7.1","","1.9","","4.5","","11.1","","-3.3","","196.3","","35.6","E","231.9","E","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1971-03","1971","03","","M","","M","","M","","M","-3.3","S","190.5","","16.5","","207.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1971-04","1971","04","12.9","","","M","","M","20.6","","","M","88.4","","0.0","","88.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1971-05","1971","05","17.7","","","M","","M","23.3","","2.8","","48.5","","0.0","","48.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1971-06","1971","06","16.8","","9.9","","13.4","","","M","","M","90.9","E","0.0","","90.9","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1971-07","1971","07","","M","","M","","M","","M","5.6","","25.7","","0.0","","25.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1971-08","1971","08","","M","","M","","M","","M","","M","25.7","E","0.0","","25.7","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1971-09","1971","09","","M","","M","","M","","M","7.2","S","78.5","","0.0","","78.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1971-10","1971","10","","M","","M","","M","","M","0.0","S","198.1","","0.0","","198.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1971-11","1971","11","","M","2.9","","","M","12.2","","-1.1","","309.6","E","0.0","","309.6","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1971-12","1971","12","","M","","M","","M","10.0","","","M","169.2","E","74.9","E","244.1","E","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1972-01","1972","01","3.4","","","M","","M","10.6","","-10.6","","97.3","E","37.6","E","134.9","E","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1972-02","1972","02","7.6","","0.6","","4.1","","12.2","","-5.6","","203.2","E","0.0","","203.2","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1972-03","1972","03","8.6","","3.4","","6.0","","","M","","M","251.2","E","0.8","","252.0","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1972-04","1972","04","","M","","M","","M","","M","","M","207.5","","3.8","","211.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1972-05","1972","05","16.4","","8.9","","12.7","","25.0","","2.8","","27.9","","0.0","","27.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1972-06","1972","06","18.6","","11.1","","14.9","","22.2","S","5.6","","83.8","","0.0","","83.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1972-07","1972","07","21.7","","","M","","M","27.8","","11.1","S","115.6","","0.0","","115.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1972-08","1972","08","22.1","","","M","","M","26.7","S","","M","","M","0.0","","","M","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1972-09","1972","09","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1972-10","1972","10","13.5","","","M","","M","","M","","M","50.8","E","0.0","","50.8","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1972-11","1972","11","","M","","M","","M","","M","","M","198.1","E","0.0","","198.1","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1972-12","1972","12","","M","","M","","M","","M","","M","418.6","","22.1","","440.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1973-01","1973","01","4.5","","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1973-02","1973","02","8.3","","3.2","","5.8","","15.6","","-1.7","S","102.6","E","0.0","","102.6","E","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1973-03","1973","03","9.9","","","M","","M","14.4","","","M","129.3","E","0.0","","129.3","E","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1973-04","1973","04","13.6","","","M","","M","15.6","S","","M","24.6","E","0.0","","24.6","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1973-05","1973","05","17.1","","8.1","","12.6","","25.0","","4.4","","66.8","E","0.0","","66.8","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1973-06","1973","06","","M","","M","","M","26.7","","","M","84.3","","0.0","","84.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1973-07","1973","07","22.2","","","M","","M","","M","","M","25.1","","0.0","","25.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1973-08","1973","08","21.1","","","M","","M","28.3","","6.1","","39.4","E","0.0","","39.4","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1973-09","1973","09","","M","","M","","M","27.8","","","M","56.4","E","0.0","","56.4","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1973-10","1973","10","13.1","","","M","","M","15.6","S","4.4","","160.8","E","0.0","","160.8","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1973-11","1973","11","7.4","","","M","","M","","M","","M","274.8","E","28.4","E","303.3","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1973-12","1973","12","9.6","","","M","","M","13.9","","","M","312.2","E","1.3","","313.4","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1974-01","1974","01","5.3","","","M","","M","12.2","","-5.0","","241.0","E","26.7","E","267.7","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1974-02","1974","02","7.3","","3.7","","5.5","","","M","","M","189.0","","0.0","","189.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1974-03","1974","03","9.6","","","M","","M","14.4","","-3.3","","236.2","E","17.0","","253.2","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1974-04","1974","04","12.6","","","M","","M","19.4","","1.7","","147.3","","0.0","","147.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1974-05","1974","05","","M","","M","","M","18.9","","3.9","","174.5","E","0.0","","174.5","E","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1974-06","1974","06","","M","","M","","M","","M","2.8","","32.8","E","0.0","","32.8","E","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1974-07","1974","07","","M","11.7","","","M","26.1","","2.8","","92.5","","0.0","","92.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1974-08","1974","08","","M","","M","","M","26.7","","10.0","","2.0","","0.0","","2.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1974-09","1974","09","22.6","","","M","","M","27.8","","5.6","","46.0","","0.0","","46.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1974-10","1974","10","15.9","","7.6","","11.8","","21.1","","5.0","","50.8","","0.0","","50.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1974-11","1974","11","9.6","","","M","","M","13.3","","2.8","","247.7","","0.0","","247.7","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1974-12","1974","12","8.4","","","M","","M","12.2","","0.0","S","329.2","","5.8","","335.0","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1975-01","1975","01","5.6","","0.9","","3.3","","11.7","","-3.9","S","171.5","","18.0","","189.5","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1975-02","1975","02","6.1","","1.1","","3.6","","9.4","S","","M","128.0","E","47.8","","175.8","E","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1975-03","1975","03","8.6","","","M","","M","12.2","","","M","139.2","E","0.0","","139.2","E","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1975-04","1975","04","11.4","","4.2","","7.8","","16.7","","1.1","S","50.3","E","0.0","","50.3","E","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1975-05","1975","05","15.8","","7.6","","11.7","","22.8","","1.1","","51.6","E","0.0","","51.6","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1975-06","1975","06","18.5","","","M","","M","26.7","","8.3","S","34.8","E","0.0","","34.8","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1975-07","1975","07","23.3","","","M","","M","27.8","S","","M","10.2","","0.0","","10.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1975-08","1975","08","","M","","M","","M","25.6","","","M","146.3","E","0.0","","146.3","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1975-09","1975","09","19.9","","","M","","M","23.9","","3.3","","1.8","E","0.0","","1.8","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1975-10","1975","10","","M","","M","","M","22.2","","5.6","S","382.3","","0.0","","382.3","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1975-11","1975","11","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1975-12","1975","12","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1976-01","1976","01","","M","","M","","M","12.8","","","M","","M","","M","","M","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1976-02","1976","02","7.1","","2.6","","4.9","","12.2","","-2.2","","162.3","","28.2","","190.5","","10","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1976-03","1976","03","7.6","","2.6","","5.1","","11.1","","-5.0","","166.6","","0.8","","167.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1976-04","1976","04","13.0","","5.4","","9.2","","23.9","","2.2","S","110.7","","0.0","","110.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1976-05","1976","05","15.5","","8.5","","12.0","","23.3","","5.6","","122.2","","0.0","","122.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1976-06","1976","06","18.1","","10.3","","14.2","","24.4","","5.6","","87.4","","0.0","","87.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1976-07","1976","07","21.0","","13.1","","17.1","","25.0","S","10.0","","39.4","","0.0","","39.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1976-08","1976","08","19.5","","13.3","","16.4","","24.4","S","11.1","","99.3","","0.0","","99.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1976-09","1976","09","19.2","","12.1","","15.7","","24.4","","8.9","S","65.8","","0.0","","65.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1976-10","1976","10","13.6","","8.5","","11.1","","17.8","","4.4","S","114.3","","0.0","","114.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1976-11","1976","11","9.7","","4.8","","7.3","","13.9","S","-0.6","S","90.9","","0.0","","90.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1976-12","1976","12","8.1","","4.7","","6.4","","12.8","","0.6","S","192.3","","0.0","","192.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1977-01","1977","01","5.4","","1.3","","3.4","","11.5","","-1.9","","112.8","","6.6","","119.4","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1977-02","1977","02","10.0","","4.9","","7.5","","13.8","","1.2","","124.9","","0.7","","125.6","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1977-03","1977","03","8.9","","3.8","","6.4","","11.1","S","0.6","","104.1","","0.5","","104.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1977-04","1977","04","14.2","","6.5","","10.4","","21.3","S","2.8","","75.6","","0.0","","75.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1977-05","1977","05","14.8","","8.6","","11.7","","18.9","","5.8","","122.7","","0.0","","122.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1977-06","1977","06","20.1","","11.9","","16.0","","26.3","","7.9","","32.0","","0.0","","32.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1977-07","1977","07","20.8","","13.1","","17.0","","25.3","","10.4","S","79.8","","0.0","","79.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1977-08","1977","08","23.6","","14.7","","19.2","","30.7","","9.9","","64.4","","0.0","","64.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1977-09","1977","09","16.5","","10.5","","13.5","","19.7","","7.1","","94.9","","0.0","","94.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1977-10","1977","10","13.1","","7.8","","10.5","","17.5","","4.8","","134.9","","0.0","","134.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1977-11","1977","11","8.2","","3.3","","5.8","","14.6","","-6.2","","270.7","","3.0","","273.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1977-12","1977","12","6.0","","1.7","","3.9","","10.9","","-2.6","","183.6","","3.5","","187.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1978-01","1978","01","6.4","","2.9","","4.7","","10.8","","-3.7","S","109.0","","27.2","","136.2","","0","T","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1978-02","1978","02","8.6","","3.8","","6.2","","13.1","","-1.2","","112.4","","6.4","","118.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1978-03","1978","03","10.7","","5.2","","8.0","","14.3","","-0.3","","121.9","","0.0","","121.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1978-04","1978","04","12.6","","6.5","","9.6","","18.3","","2.5","","114.4","","0.0","","114.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1978-05","1978","05","16.3","","8.1","","12.2","","23.2","","4.7","","101.9","","0.0","","101.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1978-06","1978","06","20.8","","12.5","","16.7","","26.5","","10.2","","32.8","","0.0","","32.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1978-07","1978","07","22.8","","14.0","","18.4","","29.5","","11.1","","19.8","","0.0","","19.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1978-08","1978","08","21.4","","13.8","","17.6","","30.5","","10.2","","128.1","","0.0","","128.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1978-09","1978","09","16.8","","11.3","","14.1","","21.2","","6.6","","134.1","","0.0","","134.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1978-10","1978","10","14.6","","8.4","","11.5","","20.5","","3.7","","52.6","","0.0","","52.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1978-11","1978","11","7.4","","2.8","","5.1","","13.2","","-2.3","","151.0","","0.4","","151.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1978-12","1978","12","4.8","","0.5","","2.7","","8.9","","-10.6","","127.4","","8.6","","136.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1979-01","1979","01","3.8","","-0.7","","1.6","","8.8","","-8.3","","69.2","","3.8","","73.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1979-02","1979","02","7.0","","2.2","","4.6","","10.7","","-2.9","","230.6","","1.4","","232.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1979-03","1979","03","11.2","","4.1","","7.7","","15.9","","1.2","S","84.9","","0.0","","84.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1979-04","1979","04","12.6","","5.8","","9.2","","20.0","S","1.7","","81.9","","0.0","","81.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1979-05","1979","05","17.0","","9.5","","13.3","","22.4","","6.4","","60.0","","0.0","","60.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1979-06","1979","06","19.8","","11.7","","15.8","","25.8","","9.0","","51.3","","0.0","","51.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1979-07","1979","07","22.7","","13.8","","18.3","","29.7","","8.5","","34.4","","0.0","","34.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1979-08","1979","08","22.1","","14.4","","18.3","","25.4","","12.0","","25.3","","0.0","","25.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1979-09","1979","09","18.7","","12.4","","15.6","","25.7","","9.7","","90.0","","0.0","","90.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1979-10","1979","10","14.0","","8.8","","11.4","","18.7","","3.7","","107.0","","0.0","","107.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1979-11","1979","11","8.8","","3.8","","6.3","","13.0","","-1.2","","88.2","","0.0","T","88.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1979-12","1979","12","8.6","","4.7","","6.7","","11.3","","0.6","","419.3","","0.2","","419.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1980-01","1980","01","4.4","","-0.1","","2.2","","10.3","","-7.3","","92.1","","14.1","","106.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1980-02","1980","02","8.3","","4.0","","6.2","","12.8","","0.4","","227.4","","0.2","","227.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1980-03","1980","03","9.0","","3.4","","6.2","","12.8","","0.5","","161.6","","0.8","","162.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1980-04","1980","04","14.5","","6.8","","10.7","","21.5","","2.2","","92.0","","0.0","T","92.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1980-05","1980","05","15.7","","9.3","","12.5","","21.2","","4.8","","76.6","","0.0","T","76.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1980-06","1980","06","17.9","","11.4","","14.7","","23.4","","9.1","","115.6","","0.0","","115.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1980-07","1980","07","21.0","","13.4","","17.2","","26.0","","10.5","","107.2","","0.0","","107.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1980-08","1980","08","20.5","","13.0","","16.8","","27.1","","10.1","","65.5","","0.0","","65.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1980-09","1980","09","17.7","","11.4","","14.6","","23.7","","9.2","","104.8","","0.0","","104.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1980-10","1980","10","15.2","","8.1","","11.7","","24.2","","3.5","","70.9","","0.0","","70.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1980-11","1980","11","10.0","","5.8","","7.9","","17.0","","0.8","","368.0","","0.0","","368.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1980-12","1980","12","7.5","","3.8","","5.7","","15.0","","-6.5","","276.0","","22.1","","298.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1981-01","1981","01","8.4","","4.3","","6.4","","15.6","","0.8","","69.9","","0.0","","69.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1981-02","1981","02","8.7","","3.6","","6.2","","12.6","","-3.6","","187.7","","3.8","","191.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1981-03","1981","03","12.1","","5.2","","8.7","","15.7","","1.4","","173.2","","0.0","","173.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1981-04","1981","04","12.6","","5.8","","9.2","","19.1","","1.1","","195.2","","8.5","","203.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1981-05","1981","05","15.9","","9.4","","12.7","","22.1","","4.7","","139.2","","0.0","","139.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1981-06","1981","06","17.0","","10.8","","13.9","","22.2","","8.4","","192.8","","0.0","","192.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1981-07","1981","07","21.0","","13.6","","17.3","","24.9","","10.1","","21.3","","0.0","","21.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1981-08","1981","08","23.2","","14.6","","18.9","","30.4","","11.0","","58.2","","0.0","","58.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1981-09","1981","09","18.9","","11.6","","15.3","","26.4","","6.5","","124.4","","0.0","","124.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1981-10","1981","10","12.4","","7.3","","9.9","","15.2","","3.0","","274.0","","0.0","","274.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1981-11","1981","11","10.5","","5.8","","8.2","","15.4","","1.5","","250.0","","0.0","","250.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1981-12","1981","12","6.9","","2.9","","4.9","","11.5","","-1.4","","193.8","","5.0","","198.8","","1","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1982-01","1982","01","4.6","","1.2","","2.9","","8.8","","-8.0","","246.2","","","M","","M","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1982-02","1982","02","6.9","","2.5","","4.7","","13.1","","-3.0","","281.8","","19.8","","301.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1982-03","1982","03","9.3","","3.1","","6.2","","13.6","","0.5","","77.4","","14.2","","91.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1982-04","1982","04","11.5","","4.2","","7.9","","20.2","","1.4","","164.0","","0.0","T","164.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1982-05","1982","05","16.9","","8.2","","12.6","","25.2","","4.1","","24.8","","0.0","","24.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1982-06","1982","06","21.2","","12.8","","17.0","","29.5","","8.1","","34.4","","0.0","","34.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1982-07","1982","07","20.5","","13.6","","17.1","","27.5","","11.3","S","105.4","","0.0","","105.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1982-08","1982","08","20.1","","13.3","","16.7","","26.5","","10.6","","67.2","","0.0","","67.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1982-09","1982","09","18.6","","11.5","","15.1","","24.0","","6.7","","57.4","","0.0","","57.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1982-10","1982","10","13.8","","8.2","","11.0","","18.6","","3.3","","178.0","","0.0","","178.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1982-11","1982","11","7.7","","3.0","","5.4","","13.3","","-2.6","","206.3","","2.0","","211.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1982-12","1982","12","7.2","","2.9","","5.1","","12.8","","-1.7","","164.0","","0.0","","164.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1983-01","1983","01","8.8","","4.8","","6.8","","11.2","S","0.7","","224.2","","0.0","","224.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1983-02","1983","02","9.2","","4.6","","6.9","","12.9","","0.0","","311.9","","0.0","","311.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1983-03","1983","03","11.7","","5.7","","8.7","","16.1","","1.5","","158.2","","0.0","","158.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1983-04","1983","04","13.7","","5.8","","9.8","","19.7","","1.3","","118.3","","3.0","","121.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1983-05","1983","05","18.1","","10.0","","14.1","","32.7","","5.6","","38.7","","0.0","","38.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1983-06","1983","06","18.8","","12.1","","15.5","","23.6","","10.5","","101.3","","0.0","","101.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1983-07","1983","07","20.3","","13.0","","16.7","","25.5","","10.2","","121.6","","0.0","","121.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1983-08","1983","08","21.7","","14.1","","17.9","","25.7","","12.2","S","35.8","","0.0","","35.8","","0","","","","",""
